Time,Price,Bid Wall,Bid Wall Scale,Ask Wall,Ask Wall Scale,Total Bid/Ask Ratio,1min Volume,5min Volume,24h Volume
2017-08-22T22:09:52.890Z,314.355,313.05,1.74021247,315.38,2.034120524,0.651340758,52.25994255,75.1368613,210871.3481
2017-08-22T22:09:54.879Z,314.355,313.05,1.74021247,315.38,2.034120524,0.664964995,52.25994255,75.1368613,210871.3481
2017-08-22T22:09:56.933Z,314.355,313.05,1.74021247,315.38,2.034120524,0.691532853,3.74266548,173.0847386,210871.3481
2017-08-22T22:09:59.259Z,314.355,313.05,1.74021247,315.38,2.034120524,0.724283971,,173.0847386,210871.3481
2017-08-22T22:10:01.287Z,314.355,313.05,1.74021247,315.38,2.034120524,0.682835867,3.74266548,173.0847386,210871.3481
2017-08-22T22:10:03.484Z,314.355,313.05,1.74021247,315.38,2.529120524,0.670380124,3.74266548,173.0847386,210871.3481
2017-08-22T22:10:05.570Z,314.355,313.05,1.74021247,315.38,2.034120524,0.746045613,3.74266548,173.0847386,210871.3481
2017-08-22T22:10:07.502Z,314.355,312.53,1.80254566,314.36,2.111281192,0.980941801,3.74266548,173.0847386,210871.3481
2017-08-22T22:10:09.417Z,314.355,312.53,1.88276662,315.27,2.029330364,0.753495899,3.74266548,173.0847386,210871.3481
2017-08-22T22:10:11.482Z,314.355,313.13,1.70200771,315.27,2.029330364,1.004885869,3.74266548,173.0847386,210871.3481
2017-08-22T22:10:13.572Z,314.355,313.13,1.70200771,315.2,2.083253239,0.663341505,3.74266548,173.0847386,210871.3481
2017-08-22T22:10:15.649Z,314.355,313.13,1.70200771,315.23,2.029333944,0.6982279,3.74266548,173.0847386,210871.3481
2017-08-22T22:10:17.688Z,314.355,313.13,1.70200771,315.22,4.05663555,0.746938497,3.74266548,173.0847386,210871.3481
2017-08-22T22:10:19.751Z,314.355,313.13,2.20200771,315.22,4.05663555,0.693707536,3.74266548,173.0847386,210871.3481
2017-08-22T22:10:21.928Z,314.355,313.13,1.70200771,315.22,4.05663555,0.645687045,3.74266548,173.0847386,210871.3481
2017-08-22T22:10:23.927Z,314.355,313.2,2.18337475,315.22,2.029334834,0.674772485,3.74266548,173.0847386,210871.3481
2017-08-22T22:10:25.961Z,314.355,312.66,1.69890398,315.22,2.029334834,0.768552518,3.74266548,173.0847386,210871.3481
2017-08-22T22:10:27.992Z,314.355,312.66,1.69890398,315.22,2.029334834,0.71074079,3.74266548,173.0847386,210871.3481
2017-08-22T22:10:30.022Z,314.355,312.66,2.19890398,315.22,2.029334834,0.716318166,3.74266548,173.0847386,210871.3481
2017-08-22T22:10:32.162Z,314.355,313.1,2.245788248,315.21,2.029335734,0.737791045,3.74266548,173.0847386,210871.3481
2017-08-22T22:10:34.107Z,314.355,313.1,2.25256925,315.21,2.029335734,0.700035891,3.74266548,173.0847386,210871.3481
2017-08-22T22:10:36.030Z,314.355,313.12,2.357828869,315.18,2.092138414,0.712561831,3.74266548,173.0847386,210871.3481
2017-08-22T22:10:38.037Z,314.355,313.14,1.859212176,314.36,2.199305968,0.917869077,3.74266548,173.0847386,210871.3481
2017-08-22T22:10:40.079Z,314.355,313.14,1.892672176,314.36,2.487361955,0.880022834,3.74266548,173.0847386,210871.3481
2017-08-22T22:10:42.279Z,314.355,313.14,2.386690188,314.36,2.487361955,0.834536289,3.74266548,173.0847386,210871.3481
2017-08-22T22:10:44.426Z,314.355,313.14,2.571356077,314.36,2.487361955,0.936202674,3.74266548,173.0847386,210871.3481
2017-08-22T22:10:46.454Z,314.355,313.14,2.571356077,314.36,2.252561167,0.868386318,1.93295902,173.0847386,210871.3481
2017-08-22T22:10:48.632Z,314.355,313.14,2.577210135,314.36,2.252561167,0.923036871,1.93295902,173.0847386,210871.3481
2017-08-22T22:10:50.638Z,314.355,313.14,2.538042806,314.36,2.252561167,0.966109361,1.93295902,173.0847386,210871.3481
2017-08-22T22:10:52.572Z,314.355,313.14,2.538042806,314.36,2.252561167,0.974706711,1.93295902,173.0847386,210871.3481
2017-08-22T22:10:54.621Z,314.355,313.14,2.665542806,314.36,2.252561167,0.982799161,1.93295902,173.0847386,210871.3481
2017-08-22T22:10:56.562Z,314.355,313.51,2.662762476,314.36,2.252545944,0.972184483,,173.0847386,210871.3481
2017-08-22T22:10:58.795Z,314.335,313.52,2.661927918,315.59,2.283887891,0.696073636,1.93295902,173.0847386,210871.3481
2017-08-22T22:10:60.807Z,314.335,313.52,2.661927918,315.59,2.283887891,0.690369247,1.93295902,,210871.3481
2017-08-22T22:11:02.834Z,314.335,313.52,2.584617918,315.59,2.283887891,0.684874918,1.93295902,173.0847386,210871.3481
2017-08-22T22:11:04.767Z,314.335,313.52,2.590496375,315.59,2.283887891,0.674618695,1.93295902,173.0847386,210871.3481
2017-08-22T22:11:06.766Z,314.335,313.53,2.54638514,315.59,2.283887891,0.690383594,1.93295902,173.0847386,210871.3481
2017-08-22T22:11:08.820Z,314.335,313.53,2.56444514,315.58,2.339904441,0.723123964,1.93295902,173.0847386,210871.3481
2017-08-22T22:11:10.945Z,314.335,313.53,2.558551133,315.58,2.234237164,0.771751707,1.93295902,173.0847386,210871.3481
2017-08-22T22:11:12.965Z,314.335,313.53,2.558551133,314.34,2.449298784,0.696084772,1.93295902,173.0847386,210871.3481
2017-08-22T22:11:14.901Z,314.25,313.53,2.586210824,315.58,2.032837164,0.735491181,1.93295902,173.0847386,210871.3481
2017-08-22T22:11:17.410Z,314.215,313.53,2.24409738,315.58,2.032837164,0.717681376,1.93295902,173.0847386,210871.3481
2017-08-22T22:11:19.428Z,314.215,313.53,2.250087071,315.58,2.032837164,0.690704476,1.93295902,173.0847386,210871.3481
2017-08-22T22:11:21.516Z,314.215,313.53,2.750087071,315.58,2.032837164,0.71684644,1.93295902,173.0847386,210871.3481
2017-08-22T22:11:23.512Z,314.165,313.53,2.750087071,315.58,2.032837164,0.713314914,1.93295902,173.0847386,210871.3481
2017-08-22T22:11:25.483Z,314.165,313.53,2.747177071,315.58,2.032837164,0.664839465,1.93295902,173.0847386,210871.3481
2017-08-22T22:11:27.558Z,314.165,313.56,2.191999928,315.57,2.035238064,0.747257509,1.93295902,173.0847386,210871.3481
2017-08-22T22:11:29.649Z,314.165,313.56,2.34770726,315.55,2.2409204,0.726810678,1.93295902,173.0847386,210871.3481
2017-08-22T22:11:31.703Z,314.165,313.56,2.46009726,315.55,2.2306204,0.724927593,11.43020515,173.0847386,210871.3481
2017-08-22T22:11:34.006Z,314.165,313.56,2.198036691,315.53,2.04092219,0.701631463,11.43020515,173.0847386,210871.3481
2017-08-22T22:11:36.105Z,314.165,314.16,0.994154647,315.53,2.04092219,0.441155278,11.43020515,173.0847386,210871.3481
2017-08-22T22:11:38.073Z,314.165,314.16,0.994154647,315.42,2.059737069,0.442431056,11.43020515,173.0847386,210871.3481
2017-08-22T22:11:40.012Z,314.165,314.16,0.994154647,315.42,2.059737069,0.464096372,11.43020515,173.0847386,210871.3481
2017-08-22T22:11:41.951Z,314.165,313.46,2.227237854,315.41,2.031591969,0.706195681,11.43020515,173.0847386,210871.3481
2017-08-22T22:11:43.961Z,314.165,313.46,2.727237854,315.41,2.031591969,0.876671403,11.43020515,173.0847386,210871.3481
2017-08-22T22:11:45.943Z,314.165,314.16,1.713654647,315.41,2.031591969,0.57744406,11.43020515,173.0847386,210871.3481
2017-08-22T22:11:47.984Z,314.165,313.02,2.318134245,315.41,2.337259246,0.788493813,17.55942244,173.0847386,210871.3481
2017-08-22T22:11:50.095Z,314.165,313.06,1.73128183,315.41,2.031591969,0.833548065,11.43020515,173.0847386,210871.3481
2017-08-22T22:11:55.212Z,314.165,313.06,2.126317622,315.41,2.531591969,0.851165695,11.43020515,173.0847386,210871.3481
2017-08-22T22:11:57.317Z,314.165,313.06,1.73516483,315.41,2.531591969,0.825319784,11.43020515,173.0847386,210871.3481
2017-08-22T22:11:59.441Z,314.165,313.06,2.229309272,315.41,2.031591969,0.80172425,,173.0847386,210871.3481
2017-08-22T22:12:01.600Z,314.165,313.06,2.723453714,315.41,2.031591969,0.871353922,17.55942244,173.0847386,210871.3481
2017-08-22T22:12:03.713Z,314.165,313.08,1.70768603,315.41,2.031591969,0.99436402,17.55942244,173.0847386,210871.3481
2017-08-22T22:12:05.619Z,314.165,313.06,2.221186005,315.23,2.02861733,0.867517893,17.55942244,173.0847386,210871.3481
2017-08-22T22:12:07.657Z,314.165,313.08,2.213265238,315.23,2.02861733,1.085404268,17.55942244,173.0847386,210871.3481
2017-08-22T22:12:10.149Z,314.165,313.08,2.213265238,315.23,2.02861733,1.109597516,17.55942244,173.0847386,210871.3481
2017-08-22T22:12:13.138Z,314.165,313.08,2.207521656,315.75,2.031403104,0.831687466,,173.0847386,210871.3481
2017-08-22T22:12:15.311Z,314.165,313.08,1.73130203,315.75,2.031403104,0.898722272,17.55942244,173.0847386,210871.3481
2017-08-22T22:12:17.400Z,314.165,313.08,2.19380303,315.59,2.284190721,0.704996411,17.55942244,173.0847386,210871.3481
2017-08-22T22:12:19.548Z,314.165,313.09,2.231168405,314.17,1.80612592,1.375816497,17.55942244,173.0847386,210871.3481
2017-08-22T22:12:21.521Z,314.165,313.47,2.408758015,315.59,2.284190721,0.836902402,17.55942244,173.0847386,210871.3481
2017-08-22T22:12:23.566Z,314.165,313.49,2.908698512,315.58,2.032837164,0.922791162,17.55942244,173.0847386,210871.3481
2017-08-22T22:12:25.521Z,314.165,313.49,2.408714435,315.58,2.032837164,0.91620301,17.55942244,173.0847386,210871.3481
2017-08-22T22:12:27.486Z,314.165,313.49,2.229284494,315.58,2.032837164,0.804799,15.09842326,48.09216837,210871.3481
2017-08-22T22:12:29.621Z,314.165,313.49,2.229284494,315.58,2.032837164,0.840701113,15.09842326,48.09216837,210871.3481
2017-08-22T22:12:32.366Z,314.165,313.05,1.73380467,314.17,1.760610688,1.28135346,15.09842326,48.09216837,210871.3481
2017-08-22T22:12:34.354Z,314.165,313.53,2.241405119,315.55,2.03092323,1.228324843,15.09842326,48.09216837,210871.3481
2017-08-22T22:12:36.543Z,314.165,313.53,2.397977531,315.54,4.0574417,0.836748719,15.09842326,48.09216837,210871.3481
2017-08-22T22:12:38.576Z,314.165,313.4,2.431806,315.54,3.00352413,0.902223712,15.09842326,48.09216837,210871.3481
2017-08-22T22:12:40.674Z,314.165,313.4,2.431806,315.54,3.00352413,0.8828709,15.09842326,48.09216837,210871.3481
2017-08-22T22:12:42.562Z,314.165,313.4,1.7758068,315.54,2.03092413,1.214794308,15.09842326,48.09216837,210871.3481
2017-08-22T22:12:44.709Z,314.165,313.4,1.7758068,315.53,4.06774349,0.92114784,15.09842326,48.09216837,210871.3481
2017-08-22T22:12:46.727Z,314.165,313.61,2.676141227,315.53,4.06774349,0.962876058,15.09842326,48.09216837,210871.3481
2017-08-22T22:12:48.729Z,314.165,313.02,1.829735023,315.53,2.04122502,0.61091966,15.09842326,48.09216837,210871.3481
2017-08-22T22:12:50.723Z,314.165,313.02,2.029735023,315.29,2.089328574,0.706489476,,48.09216837,210871.3481
2017-08-22T22:12:52.820Z,314.165,313.18,1.7270082,315.29,2.089328574,0.603915835,15.09842326,48.09216837,210871.3481
2017-08-22T22:12:54.786Z,314.165,312.54,1.74357968,315.28,2.029329464,0.600505369,15.09842326,48.09216837,210871.3481
2017-08-22T22:12:56.831Z,314.165,314.16,0.888099647,315.27,2.029330364,0.44240657,15.09842326,48.09216837,210871.3481
2017-08-22T22:12:58.870Z,314.165,313.02,2.166992126,315.26,2.029531254,0.798138125,15.09842326,48.09216837,210871.3481
2017-08-22T22:12:60.976Z,314.165,313.02,1.82400631,315.26,2.029531254,0.876935147,15.09842326,48.09216837,210871.3481
2017-08-22T22:13:03.047Z,314.165,313.02,1.82400631,315.26,2.029531254,0.786630788,15.09842326,48.09216837,210871.3481
2017-08-22T22:13:05.139Z,314.165,313.02,2.661950277,315.24,2.52841643,0.874824214,15.09842326,48.09216837,210871.3481
2017-08-22T22:13:07.135Z,314.165,313.02,2.318964461,315.24,2.02861643,0.80605257,15.09842326,48.09216837,210871.3481
2017-08-22T22:13:09.186Z,314.165,313.02,2.318964461,315.24,2.02861643,0.773574227,15.09842326,48.09216837,210871.3481
2017-08-22T22:13:11.209Z,314.165,313.06,2.199833155,315.24,2.02861643,0.848554504,15.09842326,48.09216837,210871.3481
2017-08-22T22:13:13.366Z,314.165,313.08,1.71740503,315.24,2.02861643,0.757986161,15.09842326,48.09216837,210871.3481
2017-08-22T22:13:15.543Z,314.165,313.08,1.71740503,315.24,2.02861643,0.899103977,19.61159304,48.09216837,210871.3481
2017-08-22T22:13:17.686Z,314.165,313.02,1.82400631,315.24,2.334083707,0.684225332,,48.09216837,210871.3481
2017-08-22T22:13:19.763Z,314.165,313.02,2.318964599,315.24,2.02861643,0.833348877,19.61159304,48.09216837,210871.3481
2017-08-22T22:13:21.854Z,314.165,313.02,2.318964599,314.17,1.9892762,0.998505537,19.61159304,48.09216837,210871.3481
2017-08-22T22:13:23.879Z,314.165,313.02,2.318964599,314.17,1.9883942,0.952330784,19.61159304,48.09216837,210871.3481
2017-08-22T22:13:25.857Z,314.165,313.02,2.323271234,314.17,1.9883942,0.983981514,19.61159304,48.09216837,210871.3481
2017-08-22T22:13:27.957Z,314.165,313.02,2.323271234,314.17,1.98679624,1.029861404,19.61159304,48.09216837,210871.3481
2017-08-22T22:13:29.956Z,314.165,313.02,1.82400631,314.17,1.986781007,1.361041649,19.61159304,48.09216837,210871.3481
2017-08-22T22:13:31.979Z,314.165,313.08,2.192988217,314.17,1.986781007,1.483158631,19.61159304,48.09216837,210871.3481
2017-08-22T22:13:34.113Z,314.165,313.08,2.206642598,314.17,1.986781007,1.081059638,19.61159304,48.09216837,210871.3481
2017-08-22T22:13:36.088Z,314.165,313.08,2.52024535,315.69,2.035009292,0.814554488,19.61159304,48.09216837,210871.3481
2017-08-22T22:13:38.147Z,314.165,313.08,2.52024535,315.68,2.034093568,0.821164511,19.61159304,48.09216837,210871.3481
2017-08-22T22:13:40.223Z,314.165,313.08,2.188666598,315.68,2.034093568,0.771657538,19.61159304,48.09216837,210871.3481
2017-08-22T22:13:44.771Z,314.165,313.08,1.698108568,315.68,2.034093568,1.01302035,19.61159304,48.09216837,210871.3481
2017-08-22T22:13:47.458Z,314.165,312.53,1.807882675,315.68,2.034093568,0.694149423,19.61159304,48.09216837,210871.3481
2017-08-22T22:13:49.611Z,314.165,313.05,2.066663977,315.68,2.034093568,0.834114558,19.61159304,48.09216837,210871.3481
2017-08-22T22:13:51.781Z,314.165,313.08,2.007395766,314.17,1.986765775,0.911377323,,48.09216837,210871.3481
2017-08-22T22:13:53.757Z,314.165,313.08,2.007395766,314.17,1.986765775,0.727024666,19.61159304,48.09216837,210871.3481
2017-08-22T22:13:55.778Z,314.165,313.08,2.007395766,314.17,2.000065775,0.881055444,19.61159304,48.09216837,210871.3481
2017-08-22T22:13:57.847Z,314.165,313.13,2.591312312,315.59,2.284190721,0.935972529,19.61159304,48.09216837,210871.3481
2017-08-22T22:13:59.875Z,314.165,313.13,2.620552311,315.59,2.284190721,0.634603593,,,210871.3481
2017-08-22T22:14:02.006Z,314.165,313.13,2.620552311,315.59,2.284190721,0.626205397,2.22216978,48.09216837,210871.3481
2017-08-22T22:14:04.108Z,314.165,313.13,2.620552311,315.59,2.032836274,0.533277001,2.22216978,48.09216837,210871.3481
